date,driver_value,driver_category,driver_name,driver_unique_name,qualifier,region,driver_units,driver_classification,driver_source,driver_capture_date,subregion,qualifier_2,denorm
2023-03-01,1.0085338354110718,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-03-01,0.9379599690437316,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-04-01,1.0050610303878784,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-04-01,1.113296389579773,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-04-01,1.1168687343597412,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-04-01,1.034619688987732,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-04-01,0.9561201333999634,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-04-01,1.0315451622009275,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-05-01,0.9126209020614624,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-05-01,1.0844184160232544,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-05-01,0.9833233952522278,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-05-01,1.051408052444458,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-05-01,0.9564104080200196,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-05-01,1.1352847814559937,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-06-01,1.0372358560562134,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-06-01,1.0737522840499878,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-06-01,0.969954788684845,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-06-01,0.9353660345077516,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-06-01,0.9869427680969238,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-06-01,1.0188894271850586,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-07-01,0.9284847378730774,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-07-01,0.9881708025932312,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-07-01,0.98148375749588,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-07-01,0.9864677786827089,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-07-01,1.0211397409439087,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-07-01,0.927564263343811,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-08-01,0.8650527596473694,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-08-01,1.0228551626205444,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-08-01,1.0244531631469729,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-08-01,1.0095806121826172,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-08-01,0.9543203115463256,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-08-01,1.0826653242111206,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-09-01,0.9979786276817322,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-09-01,1.00960373878479,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-09-01,0.9685621857643129,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-09-01,1.063589572906494,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-09-01,1.0252928733825684,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-09-01,0.9176700115203856,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-10-01,0.932631492614746,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-10-01,1.0628292560577393,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-10-01,0.9786800742149352,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-10-01,1.0440607070922852,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-10-01,1.019019603729248,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-10-01,1.0017062425613403,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-11-01,1.0335097312927246,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-11-01,1.086870789527893,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-11-01,0.9736853241920472,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-11-01,0.9774742722511292,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-11-01,1.091846585273743,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-11-01,0.9270251393318176,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-12-01,1.0095142126083374,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-12-01,0.9706751704216005,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-12-01,0.8561020493507385,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-12-01,1.0697846412658691,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-12-01,0.9763588309288024,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-12-01,0.9352107644081116,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2024-01-01,1.047463059425354,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2024-01-01,1.0404778718948364,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2024-01-01,0.9361920356750488,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2024-01-01,1.0472077131271362,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2024-01-01,0.9689958691596984,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2024-01-01,0.996157169342041,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2024-02-01,0.996135711669922,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2024-02-01,1.0833808183670044,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2024-02-01,1.0754709243774414,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2024-02-01,1.0904754400253296,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2024-02-01,1.0501220226287842,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2024-02-01,0.9848109483718872,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2024-03-01,1.0002894401550293,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2024-03-01,1.0451053380966189,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2024-03-01,1.0318026542663574,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
